date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:52:47	73260/73260	---M--	200	added ('OK')	font/woff	date:Tue,%2024%20Jan%202023%2018:47:36%20GMT	https://sasi.com.br/fonts/Kanit-Medium.woff	/Users/olavomac/template/SASI-website/sasi.com.br/fonts/Kanit-Medium.woff	(from https://sasi.com.br/client/client-06e491bf.css)
12:52:49	49980/49980	---M--	200	added ('OK')	font/woff2	date:Tue,%2024%20Jan%202023%2018:47:36%20GMT	https://sasi.com.br/fonts/Kanit-Regular.woff2	/Users/olavomac/template/SASI-website/sasi.com.br/fonts/Kanit-Regular.woff2	(from https://sasi.com.br/client/client-06e491bf.css)
12:52:49	72792/72792	---M--	200	added ('OK')	font/woff	date:Tue,%2024%20Jan%202023%2018:47:36%20GMT	https://sasi.com.br/fonts/Kanit-Regular.woff	/Users/olavomac/template/SASI-website/sasi.com.br/fonts/Kanit-Regular.woff	(from https://sasi.com.br/client/client-06e491bf.css)
12:52:50	47356/47356	---M--	200	added ('OK')	font/woff2	date:Tue,%2024%20Jan%202023%2018:47:36%20GMT	https://sasi.com.br/fonts/Kanit-Thin.woff2	/Users/olavomac/template/SASI-website/sasi.com.br/fonts/Kanit-Thin.woff2	(from https://sasi.com.br/client/client-06e491bf.css)
12:52:51	68068/68068	---M--	200	added ('OK')	font/woff	date:Tue,%2024%20Jan%202023%2018:47:36%20GMT	https://sasi.com.br/fonts/Kanit-Thin.woff	/Users/olavomac/template/SASI-website/sasi.com.br/fonts/Kanit-Thin.woff	(from https://sasi.com.br/client/client-06e491bf.css)
12:52:53	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:52:53%20GMT	http://sasi.com.br/robots.txt		(from https://sasi.com.br/security)
12:52:53	13072/13072	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Jan%202023%2016:52:53%20GMT	https://sasi.com.br/static/	/Users/olavomac/template/SASI-website/sasi.com.br/static/index.html	(from https://sasi.com.br/client/client-06e491bf.css)
12:52:53	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:52:53%20GMT	http://sasi.com.br/client/Products-4566b68c.css	/Users/olavomac/template/SASI-website/sasi.com.br/client/Products-4566b68c.css	(from https://sasi.com.br/platform)
12:52:54	3180/3180	---MCZ	200	added ('OK')	text/css	date:Mon,%2002%20Jan%202023%2000:14:14%20GMT	https://sasi.com.br/client/Products-4566b68c.css	/Users/olavomac/template/SASI-website/sasi.com.br/client/Products-4566b68c.css	(from https://sasi.com.br/platform)
12:52:55	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:52:55%20GMT	http://sasi.com.br/_A1A5268.jpg	/Users/olavomac/template/SASI-website/sasi.com.br/_A1A5268.jpg	(from https://sasi.com.br/gallery)
12:52:55	14289/14289	---MC-	500	error ('Internal%20Server%20Error')	text/html	date:Mon,%2030%20Jan%202023%2016:52:56%20GMT	https://sasi.com.br/pricing	/Users/olavomac/template/SASI-website/sasi.com.br/pricing.html	(from https://sasi.com.br/security)
12:53:56	6420/6420	---MC-	504	error ('Gateway%20Time-out')	text/html	date:Mon,%2030%20Jan%202023%2016:53:56%20GMT	https://sasi.com.br/_A1A5268.jpg	/Users/olavomac/template/SASI-website/sasi.com.br/_A1A5268.jpg	(from https://sasi.com.br/gallery)
12:53:57	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:53:57%20GMT	http://sasi.com.br/large__A1A5268.jpg	/Users/olavomac/template/SASI-website/sasi.com.br/large__A1A5268.3f.delayed	(from https://sasi.com.br/gallery)
12:53:59	13072/13072	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Jan%202023%2016:53:59%20GMT	https://sasi.com.br/large__A1A5268.jpg	/Users/olavomac/template/SASI-website/sasi.com.br/large__A1A5268.40.delayed	(from https://sasi.com.br/gallery)
12:53:59	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:54:00%20GMT	http://sasi.com.br/small__A1A5268.jpg	/Users/olavomac/template/SASI-website/sasi.com.br/small__A1A5268.jpg	(from https://sasi.com.br/gallery)
12:54:01	13072/13072	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Jan%202023%2016:54:01%20GMT	https://sasi.com.br/small__A1A5268.jpg	/Users/olavomac/template/SASI-website/sasi.com.br/small__A1A5268.jpg	(from https://sasi.com.br/gallery)
12:54:01	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:54:01%20GMT	http://sasi.com.br/medium__A1A5268.jpg	/Users/olavomac/template/SASI-website/sasi.com.br/medium__A1A5268.jpg	(from https://sasi.com.br/gallery)
12:54:03	13072/13072	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Jan%202023%2016:54:03%20GMT	https://sasi.com.br/medium__A1A5268.jpg	/Users/olavomac/template/SASI-website/sasi.com.br/medium__A1A5268.jpg	(from https://sasi.com.br/gallery)
12:54:03	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:54:03%20GMT	http://sasi.com.br/thumbnail__A1A5268.jpg	/Users/olavomac/template/SASI-website/sasi.com.br/thumbnail__A1A5268.jpg	(from https://sasi.com.br/gallery)
12:54:05	13072/13072	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Jan%202023%2016:54:05%20GMT	https://sasi.com.br/thumbnail__A1A5268.jpg	/Users/olavomac/template/SASI-website/sasi.com.br/thumbnail__A1A5268.jpg	(from https://sasi.com.br/gallery)
12:54:05	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:54:06%20GMT	http://sasi.com.br/Screenshot_2020-07-17-16-55-40-663_com.miui.gallery.jpg	/Users/olavomac/template/SASI-website/sasi.com.br/Screenshot_2020-07-17-16-55-40-663_com.miui.gallery.jpg	(from https://sasi.com.br/gallery)
12:54:06	13072/13072	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Jan%202023%2016:54:07%20GMT	https://sasi.com.br/Screenshot_2020-07-17-16-55-40-663_com.miui.gallery.jpg	/Users/olavomac/template/SASI-website/sasi.com.br/Screenshot_2020-07-17-16-55-40-663_com.miui.gallery.jpg	(from https://sasi.com.br/gallery)
12:54:07	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:54:07%20GMT	http://sasi.com.br/large_Screenshot_2020-07-17-16-55-40-663_com.miui.gallery.jpg	/Users/olavomac/template/SASI-website/sasi.com.br/large_Screenshot_2020-07-17-16-55-40-663_com.miui.gallery.jpg	(from https://sasi.com.br/gallery)
12:54:08	13072/13072	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Jan%202023%2016:54:09%20GMT	https://sasi.com.br/large_Screenshot_2020-07-17-16-55-40-663_com.miui.gallery.jpg	/Users/olavomac/template/SASI-website/sasi.com.br/large_Screenshot_2020-07-17-16-55-40-663_com.miui.gallery.jpg	(from https://sasi.com.br/gallery)
12:54:09	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:54:09%20GMT	http://sasi.com.br/small_Screenshot_2020-07-17-16-55-40-663_com.miui.gallery.jpg	/Users/olavomac/template/SASI-website/sasi.com.br/small_Screenshot_2020-07-17-16-55-40-663_com.miui.gallery.jpg	(from https://sasi.com.br/gallery)
12:55:10	6420/6420	---MC-	504	error ('Gateway%20Time-out')	text/html	date:Mon,%2030%20Jan%202023%2016:55:10%20GMT	https://sasi.com.br/small_Screenshot_2020-07-17-16-55-40-663_com.miui.gallery.jpg	/Users/olavomac/template/SASI-website/sasi.com.br/small_Screenshot_2020-07-17-16-55-40-663_com.miui.gallery.jpg	(from https://sasi.com.br/gallery)
12:55:11	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:55:11%20GMT	http://sasi.com.br/medium_Screenshot_2020-07-17-16-55-40-663_com.miui.gallery.jpg	/Users/olavomac/template/SASI-website/sasi.com.br/medium_Screenshot_2020-07-17-16-55-40-663_com.miui.gallery.4d.delayed	(from https://sasi.com.br/gallery)
12:55:13	13072/13072	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Jan%202023%2016:55:13%20GMT	https://sasi.com.br/medium_Screenshot_2020-07-17-16-55-40-663_com.miui.gallery.jpg	/Users/olavomac/template/SASI-website/sasi.com.br/medium_Screenshot_2020-07-17-16-55-40-663_com.miui.gallery.4e.delayed	(from https://sasi.com.br/gallery)
12:55:14	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:55:14%20GMT	http://sasi.com.br/thumbnail_Screenshot_2020-07-17-16-55-40-663_com.miui.gallery.jpg	/Users/olavomac/template/SASI-website/sasi.com.br/thumbnail_Screenshot_2020-07-17-16-55-40-663_com.miui.gallery.jpg	(from https://sasi.com.br/gallery)
12:55:15	13072/13072	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Jan%202023%2016:55:15%20GMT	https://sasi.com.br/thumbnail_Screenshot_2020-07-17-16-55-40-663_com.miui.gallery.jpg	/Users/olavomac/template/SASI-website/sasi.com.br/thumbnail_Screenshot_2020-07-17-16-55-40-663_com.miui.gallery.jpg	(from https://sasi.com.br/gallery)
12:55:15	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:55:15%20GMT	http://sasi.com.br/IMG_1741.JPG	/Users/olavomac/template/SASI-website/sasi.com.br/IMG_1741.JPG	(from https://sasi.com.br/gallery)
12:55:16	13072/13072	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Jan%202023%2016:55:17%20GMT	https://sasi.com.br/IMG_1741.JPG	/Users/olavomac/template/SASI-website/sasi.com.br/IMG_1741.JPG	(from https://sasi.com.br/gallery)
12:55:17	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:55:17%20GMT	http://sasi.com.br/https:	/Users/olavomac/template/SASI-website/sasi.com.br/https_	(from https://sasi.com.br/gallery)
12:55:18	13072/13072	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Jan%202023%2016:55:18%20GMT	https://sasi.com.br/https:	/Users/olavomac/template/SASI-website/sasi.com.br/https_	(from https://sasi.com.br/gallery)
12:55:19	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:55:19%20GMT	http://sasi.com.br/large_IMG_1741.JPG	/Users/olavomac/template/SASI-website/sasi.com.br/large_IMG_1741.JPG	(from https://sasi.com.br/gallery)
12:55:20	13072/13072	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Jan%202023%2016:55:21%20GMT	https://sasi.com.br/large_IMG_1741.JPG	/Users/olavomac/template/SASI-website/sasi.com.br/large_IMG_1741.JPG	(from https://sasi.com.br/gallery)
12:55:21	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:55:21%20GMT	http://sasi.com.br/small_IMG_1741.JPG	/Users/olavomac/template/SASI-website/sasi.com.br/small_IMG_1741.JPG	(from https://sasi.com.br/gallery)
12:55:23	13072/13072	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Jan%202023%2016:55:23%20GMT	https://sasi.com.br/small_IMG_1741.JPG	/Users/olavomac/template/SASI-website/sasi.com.br/small_IMG_1741.JPG	(from https://sasi.com.br/gallery)
12:55:23	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:55:23%20GMT	http://sasi.com.br/medium_IMG_1741.JPG	/Users/olavomac/template/SASI-website/sasi.com.br/medium_IMG_1741.JPG	(from https://sasi.com.br/gallery)
12:55:24	13072/13072	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Jan%202023%2016:55:25%20GMT	https://sasi.com.br/medium_IMG_1741.JPG	/Users/olavomac/template/SASI-website/sasi.com.br/medium_IMG_1741.JPG	(from https://sasi.com.br/gallery)
12:55:25	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:55:25%20GMT	http://sasi.com.br/thumbnail_IMG_1741.JPG	/Users/olavomac/template/SASI-website/sasi.com.br/thumbnail_IMG_1741.JPG	(from https://sasi.com.br/gallery)
12:55:26	13072/13072	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Jan%202023%2016:55:26%20GMT	https://sasi.com.br/thumbnail_IMG_1741.JPG	/Users/olavomac/template/SASI-website/sasi.com.br/thumbnail_IMG_1741.JPG	(from https://sasi.com.br/gallery)
12:55:27	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:55:27%20GMT	http://sasi.com.br/IMG_5706.JPG	/Users/olavomac/template/SASI-website/sasi.com.br/IMG_5706.JPG	(from https://sasi.com.br/gallery)
12:55:28	13072/13072	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Jan%202023%2016:55:29%20GMT	https://sasi.com.br/IMG_5706.JPG	/Users/olavomac/template/SASI-website/sasi.com.br/IMG_5706.JPG	(from https://sasi.com.br/gallery)
12:55:29	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:55:29%20GMT	http://sasi.com.br/large_IMG_5706.JPG	/Users/olavomac/template/SASI-website/sasi.com.br/large_IMG_5706.JPG	(from https://sasi.com.br/gallery)
12:55:30	13072/13072	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Jan%202023%2016:55:31%20GMT	https://sasi.com.br/large_IMG_5706.JPG	/Users/olavomac/template/SASI-website/sasi.com.br/large_IMG_5706.JPG	(from https://sasi.com.br/gallery)
12:55:31	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:55:31%20GMT	http://sasi.com.br/small_IMG_5706.JPG	/Users/olavomac/template/SASI-website/sasi.com.br/small_IMG_5706.JPG	(from https://sasi.com.br/gallery)
12:55:33	13072/13072	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Jan%202023%2016:55:33%20GMT	https://sasi.com.br/small_IMG_5706.JPG	/Users/olavomac/template/SASI-website/sasi.com.br/small_IMG_5706.JPG	(from https://sasi.com.br/gallery)
12:55:33	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:55:33%20GMT	http://sasi.com.br/medium_IMG_5706.JPG	/Users/olavomac/template/SASI-website/sasi.com.br/medium_IMG_5706.JPG	(from https://sasi.com.br/gallery)
12:55:35	13072/13072	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Jan%202023%2016:55:35%20GMT	https://sasi.com.br/medium_IMG_5706.JPG	/Users/olavomac/template/SASI-website/sasi.com.br/medium_IMG_5706.JPG	(from https://sasi.com.br/gallery)
12:55:35	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:55:35%20GMT	http://sasi.com.br/thumbnail_IMG_5706.JPG	/Users/olavomac/template/SASI-website/sasi.com.br/thumbnail_IMG_5706.JPG	(from https://sasi.com.br/gallery)
12:55:37	13072/13072	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Jan%202023%2016:55:37%20GMT	https://sasi.com.br/thumbnail_IMG_5706.JPG	/Users/olavomac/template/SASI-website/sasi.com.br/thumbnail_IMG_5706.JPG	(from https://sasi.com.br/gallery)
12:55:37	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:55:37%20GMT	http://sasi.com.br/WhatsApp%20Image%202021-10-07%20at%2018.58.34%20(1).jpeg	/Users/olavomac/template/SASI-website/sasi.com.br/WhatsApp%20Image%202021-10-07%20at%2018.58.34%20(1).jpeg	(from https://sasi.com.br/gallery)
12:55:38	13132/13132	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Jan%202023%2016:55:39%20GMT	https://sasi.com.br/WhatsApp%20Image%202021-10-07%20at%2018.58.34%20(1).jpeg	/Users/olavomac/template/SASI-website/sasi.com.br/WhatsApp%20Image%202021-10-07%20at%2018.58.34%20(1).jpeg	(from https://sasi.com.br/gallery)
12:55:39	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:55:39%20GMT	http://sasi.com.br/large_WhatsApp%20Image%202021-10-07%20at%2018.58.34%20(1).jpeg	/Users/olavomac/template/SASI-website/sasi.com.br/large_WhatsApp%20Image%202021-10-07%20at%2018.58.34%20(1).jpeg	(from https://sasi.com.br/gallery)
12:55:40	13158/13158	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Jan%202023%2016:55:40%20GMT	https://sasi.com.br/large_WhatsApp%20Image%202021-10-07%20at%2018.58.34%20(1).jpeg	/Users/olavomac/template/SASI-website/sasi.com.br/large_WhatsApp%20Image%202021-10-07%20at%2018.58.34%20(1).jpeg	(from https://sasi.com.br/gallery)
12:55:41	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:55:41%20GMT	http://sasi.com.br/small_WhatsApp%20Image%202021-10-07%20at%2018.58.34%20(1).jpeg	/Users/olavomac/template/SASI-website/sasi.com.br/small_WhatsApp%20Image%202021-10-07%20at%2018.58.34%20(1).jpeg	(from https://sasi.com.br/gallery)
12:55:42	13158/13158	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Jan%202023%2016:55:43%20GMT	https://sasi.com.br/small_WhatsApp%20Image%202021-10-07%20at%2018.58.34%20(1).jpeg	/Users/olavomac/template/SASI-website/sasi.com.br/small_WhatsApp%20Image%202021-10-07%20at%2018.58.34%20(1).jpeg	(from https://sasi.com.br/gallery)
12:55:43	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:55:43%20GMT	http://sasi.com.br/medium_WhatsApp%20Image%202021-10-07%20at%2018.58.34%20(1).jpeg	/Users/olavomac/template/SASI-website/sasi.com.br/medium_WhatsApp%20Image%202021-10-07%20at%2018.58.34%20(1).jpeg	(from https://sasi.com.br/gallery)
12:55:44	13158/13158	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Jan%202023%2016:55:45%20GMT	https://sasi.com.br/medium_WhatsApp%20Image%202021-10-07%20at%2018.58.34%20(1).jpeg	/Users/olavomac/template/SASI-website/sasi.com.br/medium_WhatsApp%20Image%202021-10-07%20at%2018.58.34%20(1).jpeg	(from https://sasi.com.br/gallery)
12:55:45	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:55:45%20GMT	http://sasi.com.br/thumbnail_WhatsApp%20Image%202021-10-07%20at%2018.58.34%20(1).jpeg	/Users/olavomac/template/SASI-website/sasi.com.br/thumbnail_WhatsApp%20Image%202021-10-07%20at%2018.58.34%20(1).jpeg	(from https://sasi.com.br/gallery)
12:55:46	13158/13158	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Jan%202023%2016:55:47%20GMT	https://sasi.com.br/thumbnail_WhatsApp%20Image%202021-10-07%20at%2018.58.34%20(1).jpeg	/Users/olavomac/template/SASI-website/sasi.com.br/thumbnail_WhatsApp%20Image%202021-10-07%20at%2018.58.34%20(1).jpeg	(from https://sasi.com.br/gallery)
12:55:47	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:55:47%20GMT	http://sasi.com.br/IMG_5003.JPG	/Users/olavomac/template/SASI-website/sasi.com.br/IMG_5003.JPG	(from https://sasi.com.br/gallery)
12:55:48	13098/13098	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Jan%202023%2016:55:49%20GMT	https://sasi.com.br/IMG_5003.JPG	/Users/olavomac/template/SASI-website/sasi.com.br/IMG_5003.JPG	(from https://sasi.com.br/gallery)
12:55:49	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:55:49%20GMT	http://sasi.com.br/large_IMG_5003.JPG	/Users/olavomac/template/SASI-website/sasi.com.br/large_IMG_5003.JPG	(from https://sasi.com.br/gallery)
12:55:50	13098/13098	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Jan%202023%2016:55:51%20GMT	https://sasi.com.br/large_IMG_5003.JPG	/Users/olavomac/template/SASI-website/sasi.com.br/large_IMG_5003.JPG	(from https://sasi.com.br/gallery)
12:55:51	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:55:51%20GMT	http://sasi.com.br/small_IMG_5003.JPG	/Users/olavomac/template/SASI-website/sasi.com.br/small_IMG_5003.JPG	(from https://sasi.com.br/gallery)
12:55:52	13098/13098	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Jan%202023%2016:55:53%20GMT	https://sasi.com.br/small_IMG_5003.JPG	/Users/olavomac/template/SASI-website/sasi.com.br/small_IMG_5003.JPG	(from https://sasi.com.br/gallery)
